Transaction Date,Post Date,Description,Category,Type,Amount,Memo
08/11/2022,08/11/2022,Payment Thank You-Mobile,,Payment,1804.56,
08/10/2022,08/11/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/09/2022,08/11/2022,SUKHUMVIT 51,Food & Drink,Sale,-132.79,
08/10/2022,08/11/2022,LYFT   *1 RIDE 08-09,Travel,Sale,-7.69,
08/09/2022,08/11/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/09/2022,08/10/2022,2ND AVE GOURMET DELI,Groceries,Sale,-5.20,
08/09/2022,08/10/2022,2ND AVE GOURMET DELI,Groceries,Sale,-2.83,
08/08/2022,08/09/2022,CHIPOTLE 1879,Food & Drink,Sale,-12.63,
08/06/2022,08/09/2022,DELITERIA,Groceries,Sale,-9.33,
08/08/2022,08/09/2022,SQ *TAP MIDTOWN,Food & Drink,Sale,-14.42,
08/08/2022,08/09/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/08/2022,08/09/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/08/2022,08/09/2022,45 DELI,Groceries,Sale,-2.60,
08/08/2022,08/09/2022,ON-SITE MA* BLDG MANAG,Personal,Sale,-20.00,
08/08/2022,08/09/2022,45 DELI,Groceries,Sale,-6.22,
08/07/2022,08/08/2022,SQ *BLANK STREET,Food & Drink,Sale,-5.17,
08/06/2022,08/08/2022,AL HORNO LEAN MEXICAN,Food & Drink,Sale,-13.83,
08/07/2022,08/08/2022,LYFT   *2 RIDES 08-06,Travel,Sale,-33.84,
08/07/2022,08/08/2022,SQ *HEMPED NYC LLC,Shopping,Sale,-65.27,
08/07/2022,08/08/2022,TST* MARINARA PIZZA - 985,Food & Drink,Sale,-9.26,
08/06/2022,08/07/2022,DUNKIN #362897,Food & Drink,Sale,-3.26,
08/05/2022,08/07/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/05/2022,08/07/2022,TST* Naya Vesey,Food & Drink,Sale,-13.50,
08/05/2022,08/07/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/07/2022,08/07/2022,OXFORD PROPERTY GRP,Professional Services,Sale,-20.00,
08/05/2022,08/07/2022,TST* Sushi &amp; Co 2,Food & Drink,Sale,-21.99,
08/06/2022,08/07/2022,TST* Bobwhite Counter - A,Food & Drink,Sale,-12.92,
08/03/2022,08/05/2022,GOURMET 45,Food & Drink,Sale,-3.81,
08/03/2022,08/05/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/04/2022,08/05/2022,TRADER JOE'S #543  QPS,Groceries,Sale,-26.43,
08/04/2022,08/05/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/04/2022,08/05/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/04/2022,08/05/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/03/2022,08/04/2022,DUANE READE #14503,Health & Wellness,Sale,-3.04,
08/03/2022,08/04/2022,SQ *TAP MIDTOWN,Food & Drink,Sale,-15.03,
08/03/2022,08/04/2022,AMZN Mktp US*9J6RC0PN3,Shopping,Sale,-21.76,
08/03/2022,08/04/2022,TST* Sushi &amp; Co 2,Food & Drink,Sale,-19.59,
08/02/2022,08/04/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/03/2022,08/04/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/03/2022,08/04/2022,LYFT   *1 RIDE 08-02,Travel,Sale,-24.47,
08/03/2022,08/04/2022,Amazon web services,Personal,Sale,-0.50,
08/02/2022,08/04/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/02/2022,08/04/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/03/2022,08/03/2022,AMZN Mktp US*EO5UF08R3,Shopping,Sale,-22.17,
08/01/2022,08/03/2022,SWEETGREEN WORLD TRADE,Food & Drink,Sale,-10.83,
08/02/2022,08/03/2022,45 DELI,Groceries,Sale,-12.15,
08/01/2022,08/03/2022,Pick A Bagel,Food & Drink,Sale,-5.44,
08/01/2022,08/02/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
08/01/2022,08/02/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/31/2022,08/02/2022,AMISH MARKET,Groceries,Sale,-13.32,
07/31/2022,08/02/2022,ECLAIR BAKERY,Food & Drink,Sale,-6.26,
08/01/2022,08/02/2022,LYFT   *2 RIDES 07-31,Travel,Sale,-21.77,
07/31/2022,08/02/2022,ECLAIR BAKERY,Food & Drink,Sale,-3.32,
08/01/2022,08/02/2022,ARAMARK GOLDMAN SACHS 200,Food & Drink,Sale,-3.09,
08/02/2022,08/02/2022,SLICE*MARINARAPIZZA,Food & Drink,Sale,-55.03,
08/01/2022,08/02/2022,2ND AVE GOURMET DELI,Groceries,Sale,-3.12,
07/31/2022,08/01/2022,JUICE GENERATION OLO,Food & Drink,Sale,-11.16,
07/30/2022,08/01/2022,MANHATTAN HARDWARE HOUSEW,Home,Sale,-9.79,
07/31/2022,08/01/2022,CITIBIK*7 RIDES,Travel,Sale,-11.27,
07/31/2022,08/01/2022,HEALTHSOURCE PHARMACY,Health & Wellness,Sale,-1.09,
07/31/2022,08/01/2022,MANHATTAN HARDWARE HOUSEW,Home,Sale,-10.88,
07/31/2022,08/01/2022,AMZN Mktp US*BM11I9TE3,Shopping,Sale,-25.57,
07/29/2022,07/31/2022,AMZN Mktp US*8R7ED28E3,Shopping,Sale,-11.06,
07/30/2022,07/31/2022,AMZN Mktp US*PS6GB8S73,Shopping,Sale,-10.64,
07/30/2022,07/31/2022,KARE THAI,Food & Drink,Sale,-16.33,
07/30/2022,07/31/2022,AMZN Mktp US*FF3OM1O73,Shopping,Sale,-13.03,
07/30/2022,07/31/2022,AMZN Mktp US*178CK1A31,Shopping,Sale,-9.37,
07/29/2022,07/31/2022,HILLS QUALITY SEAFODD MAR,Groceries,Sale,-143.00,
07/29/2022,07/31/2022,WAWA 8082     00080820,Gas,Sale,-2.11,
07/28/2022,07/29/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/29/2022,07/29/2022,DOORDASH*OLLIES SICHUA,Food & Drink,Sale,-22.84,
07/28/2022,07/29/2022,MEGABUS.COM,Travel,Sale,-48.97,
07/28/2022,07/29/2022,TST* Naya Vesey,Food & Drink,Sale,-13.50,
07/28/2022,07/29/2022,AMZN Mktp US*8T3ZG5O33,Shopping,Sale,-84.88,
07/27/2022,07/29/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/27/2022,07/29/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/27/2022,07/29/2022,IL MULINO PRIME,Food & Drink,Sale,-117.99,
07/28/2022,07/29/2022,ARAMARK GOLDMAN SACHS 200,Food & Drink,Sale,-2.49,
07/27/2022,07/29/2022,IL MULINO PRIME,Food & Drink,Sale,-51.55,
07/27/2022,07/28/2022,MANHATTAN HARDWARE HOUSEW,Home,Sale,-35.87,
07/26/2022,07/27/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/26/2022,07/27/2022,AMZN Mktp US*DN67W8Y53,Shopping,Sale,-10.88,
07/26/2022,07/27/2022,SQ *BOXERSHK,Food & Drink,Sale,-23.78,
07/26/2022,07/27/2022,SQ *BOXERSHK,Food & Drink,Sale,-36.84,
07/26/2022,07/26/2022,LITTLE ITALY PIZZA,Food & Drink,Sale,-5.03,
07/25/2022,07/26/2022,LYFT   *1 RIDE 07-24,Travel,Sale,-22.06,
07/25/2022,07/26/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/24/2022,07/26/2022,AMISH MARKET,Groceries,Sale,-25.42,
07/25/2022,07/26/2022,EL VEZ NY,Food & Drink,Sale,-16.88,
07/22/2022,07/25/2022,TACO VILLAGE NY,Food & Drink,Sale,-4.53,
07/23/2022,07/25/2022,GREEN LAND GOURMET DELI,Groceries,Sale,-3.12,
07/24/2022,07/25/2022,LYFT   *1 RIDE 07-23,Travel,Sale,-47.26,
07/23/2022,07/25/2022,TST* Rowdy Rooster,Food & Drink,Sale,-15.23,
07/24/2022,07/25/2022,CITIBIK*2 RIDES,Travel,Sale,-5.36,
07/24/2022,07/25/2022,SQ *DICKSON'S FARMSTAND M,Groceries,Sale,-28.69,
07/23/2022,07/24/2022,TST* Bobwhite Counter - A,Food & Drink,Sale,-11.52,
07/22/2022,07/24/2022,JUICE GENERATION OLO,Food & Drink,Sale,-12.79,
07/22/2022,07/24/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/22/2022,07/24/2022,TST* 7th Street Burger -,Food & Drink,Sale,-2.00,
07/23/2022,07/24/2022,SQ *LAVISTA PIZZA,Food & Drink,Sale,-10.89,
07/21/2022,07/24/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/23/2022,07/24/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/24/2022,07/24/2022,Spotify USA,Bills & Utilities,Sale,-9.99,
07/21/2022,07/24/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/23/2022,07/24/2022,LYFT   *1 RIDE 07-22,Travel,Sale,-12.65,
07/22/2022,07/24/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/21/2022,07/22/2022,Amazon web services,Personal,Sale,-0.50,
07/20/2022,07/22/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/21/2022,07/22/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/21/2022,07/22/2022,Amazon web services,Personal,Sale,-0.50,
07/21/2022,07/22/2022,ELM HEALTH CHELSEA CORP,Health & Wellness,Sale,-3.26,
07/21/2022,07/22/2022,Amazon web services,Personal,Sale,-0.50,
07/21/2022,07/21/2022,Payment Thank You - Web,,Payment,846.15,
07/20/2022,07/21/2022,MTA*NYCT PAYGO,Travel,Sale,-2.75,
07/20/2022,07/21/2022,WHOLEFDS TRB 10245,Groceries,Sale,-4.04,
